Marketing Channel,Purchase Platform,Product_Name,Region,AccountCreationMethod,Currency,CountryCode,Order_id,ProductID,User_id,Price_numeric,Price_,Purchase Ts,Created On,Ship Ts,Delivery Ts,Refund Ts,Time_To_ship
Social Media - Instagram,Mobile App,Food - Coffee Beans,  Europe  ,Email,EUR,DE,ORD00012446,PROD7295,USER0002160,20.25,20 EUR,2019-04-24 00:00:00,2019-04-13 00:00:00,2019-04-27 00:00:00,2019-05-03 00:00:00,,3.0
Organic Search,Mobile Web,Books - Cookbook,Asia Pacific,Email,JPY,JP,ORD00000958,PROD3344,USER0000002,2902.48,JPY 2902.48,2019-01-09 00:00:00,2019-01-01 00:00:00,,,2019-01-21 00:00:00,
Social Media - Facebook,Mobile App,Home - Storage Basket,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00022297,PROD9321,USER0000002,64.35,USD 64.35,2019-08-03 00:00:00,2019-07-03 00:00:00,08/05/2019,2019-08-10 00:00:00,2019-08-20 00:00:00,2.0
Paid Search,Mobile Web,Fashion - Jacket,Europe,Email,EUR,FR,ORD00094063,PROD4125,USER0000003,47.16,EUR 47.16,2025-07-13 00:00:00,2025-07-04 00:00:00,2025-07-14 00:00:00,2025-07-19 00:00:00,,1.0
Organic Search,Mobile Web,Fashion - T-Shirt,Europe,Google OAuth,GBP,GB,ORD00056339,PROD6350,USER0000006,70.11,GBP 70.11,2020.12.06,2020-11-30 00:00:00,2020-12-12 00:00:00,2020-12-19 00:00:00,,6.0
Paid Search,Desktop,Toys - LEGO Set,Europe,Email,EUR,FR,ORD00000520,PROD7381,USER0000002,34.98,EUR 34.98,05-01-2019,2019-01-01 00:00:00,08-01-2019,2019-01-12 00:00:00,,3.0
Organic Search,Mobile Web,Sports - Resistance Bands,Europe,Email,GBP,GB,ORD00068294,PROD8405,USER0000015,28.88,GBP 28.88,2021-09-03 00:00:00,2021-07-29 00:00:00,2021-09-04 00:00:00,2021-09-08 00:00:00,,1.0
Organic Search,Desktop,Books - Cookbook,Europe,Email,EUR,DE,ORD00089573,PROD1777,USER0000002,21.56,EUR 21.56,2024-03-28 00:00:00,2024-03-04 00:00:00,2024-03-31 00:00:00,2024-04-06 00:00:00,,3.0
Organic Search,Mobile Web,Toys - Board Game,Europe,Google OAuth,GBP,,ORD00075259,PROD3908,USER0000013,70.6,GBP 70.60,2022-04-03 00:00:00,2022-03-27 00:00:00,04/08/2022,04/13/2022,,5.0
Organic Serach,Desktop,Fashion - Jeans,Middle East,Google OAuth,AED,AE,ORD00094837,PROD6815,USER0000005,391.08,AED 391.08,2025-11-09 00:00:00,2025-04-27 00:00:00,2025-11-11 00:00:00,2025-11-19 00:00:00,,2.0
Direct,Desktop,Food - Coffee Beans,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00014006,PROD6189,USER0000003,36.19,USD 36.19,2019-05-09 00:00:00,2019.03.17,2019-05-12 00:00:00,2019-05-16 00:00:00,,3.0
Social Media - Instagram,Mobile Web,Fashion - Backpack,Europe,Email,EUR,DE,ORD00040481,PROD0000,USER0000023,65.22,EUR 65.22,2020-03-18 00:00:00,10-11-2019,03/21/2020,2020-03-25 00:00:00,,3.0
Paid Search,Mobile Web,Electronics - Screen Protector,Africa,Email,ZAR,ZA,ORD00027817,PROD7227,USER0000003,2995.8,ZAR 2995.80,2019-10-05 00:00:00,2019-07-28 00:00:00,2019-10-09 00:00:00,2019-10-15 00:00:00,,4.0
Direct,Mobile App,Home - Throw Pillow,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00093182,,USER0000007,105.7,USD 105.70,2025-03-21 00:00:00,2024-08-20 00:00:00,2025-03-26 00:00:00,2025-04-02 00:00:00,,5.0
Direct,Mobile Web,  Sports - Resistance Bands  ,Asia Pacific,Email,INR,IN,ORD00032081,PROD1614,USER0000015,12818.13,INR 12818.13,2019-11-26 00:00:00,2019-09-25 00:00:00,2019-11-29 00:00:00,2019-12-05 00:00:00,,3.0
Paid Search,Desktop,Home - Coffee Maker,Europe,Google OAuth,EUR,FR,ORD00020425,PROD2340,USER0000002,45.03,EUR 45.03,2019-07-14 00:00:00,2019-04-03 00:00:00,2019-07-15 00:00:00,2019-07-20 00:00:00,2019-07-21 00:00:00,1.0
Paid Search,Desktop,Books - Biography,Europe,Email,EUR,DE,ORD00021583,PROD9132,USER0000007,10.16,EUR 10.16,2019-07-26 00:00:00,2019-04-01 00:00:00,2019-07-28 00:00:00,2019-08-03 00:00:00,,2.0
  Social Media - Facebook  ,Desktop,Electronics - Bluetooth Speaker,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00069247,PROD4069,USER0000030,171.05,USD 171.05,2021-09-29 00:00:00,04/08/2021,2021-10-01 00:00:00,2021-10-04 00:00:00,,2.0
Social Media - Facebook,Mobile App,Beauty - Serum,South America,Google OAuth,ARS,AR,ORD00028817,PROD1451,USER0000022,17218.31,ARS 17218.31,2019-10-17 00:00:00,2019-07-24 00:00:00,10/18/2019,2019-10-24 00:00:00,,1.0
Direct,Mobile App,Electronics - Keyboard,South America,Facebook OAuth,MXN,MX,ORD00095174,PROD6022,USER0000005,1561.64,MXN 1561.64,2025-12-31 00:00:00,2025-12-12 00:00:00,2026-01-03 00:00:00,2026-01-12 00:00:00,,3.0
Paid Search,Mobile Web,Beauty - Shampoo,Europe,<function <lambda> at 0x7eee90f8bc40>,EUR,ES,ORD00098500,PROD6964,USER0000014,44.27,EUR 44.27,12/31/2025,31-12-2025,2026-01-03 00:00:00,2026-01-07 00:00:00,,3.0
Social Media - TikTok,Desktop,Home - Picture Frame,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00050179,,USER0000002,150.0,USD 150.00,2020-08-17 00:00:00,2020-07-02 00:00:00,2020-08-19 00:00:00,2020-08-22 00:00:00,,2.0
Organic Search,Mobile Web,Home - Towel Set,Asia Pacific,Facebook OAuth,NZD,NZ,ORD00083186,PROD9770,USER0000041,244.5,NZD 244.50,2023-02-21 00:00:00,11/27/2022,2023.02.22,2023-02-28 00:00:00,,1.0
Social Media - TikTok,Mobile Web,Home - Bed Sheets,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,USD,US,ORD00012493,PROD6956,USER0000004,53.58,USD 53.58,2019-04-24 00:00:00,2019-01-01 00:00:00,,,,
Social Media - Facebook,Mobile App,Home - Coffee Maker,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,US,ORD00036530,PROD2748,USER0000003,121.19,USD 121.19,2020-01-21 00:00:00,2019-12-31 00:00:00,2020-01-22 00:00:00,2020-01-28 00:00:00,,1.0
Social Media - Facebook,Mobile Web,Electronics - Screen Protector,South America,Email,BRL,BR,ORD00022642,PROD1358,USER0000431,1164.16,BRL 1164.16,2019-08-07 00:00:00,2019-06-16 00:00:00,2019-08-09 00:00:00,2019-08-14 00:00:00,,2.0
Direct,Desktop,Beauty - Eye Shadow Palette,Africa,Apple ID,ZAR,ZA,ORD00009580,PROD6544,USER0000002,,ZAR 1480.00,2019-03-27 00:00:00,2019-01-01 00:00:00,2019-03-28 00:00:00,2019-04-07 00:00:00,2019-03-10,1.0
Organic Search,Mobile Web,Books - Sci-Fi Novel,Asia Pacific,Email,INR,,ORD00087717,PROD8885,USER0000002,1965.23,INR 1965.23,09-11-2023,2023-10-27 00:00:00,2023-11-15 00:00:00,2023-11-21 00:00:00,,6.0
Direct,Desktop,Food - Tea Set,<function <lambda> at 0x7eee915b4860>,<function <lambda> at 0x7eee90f8bc40>,USD,US,ORD00087861,PROD7945,USER0000002,30.95,31 USD,2023-11-20 00:00:00,2023-11-20 00:00:00,2023-11-22 00:00:00,2023-11-27 00:00:00,,2.0
Direct,Mobile Web,Beauty - Eye Shadow Palette,Asia Pacific,Facebook OAuth,AUD,AU,ORD00004658,PROD8377,USER0000863,61.37,AUD 61.37,11-02-2019,2019-01-01 00:00:00,2019-02-12 00:00:00,2019-02-16 00:00:00,2019-02-19 00:00:00,1.0
Paid Search,Desktop,Sports - Water Bottle,Europe,Facebook OAuth,EUR,NL,ORD00003639,PROD3736,USER0000002,50.43,EUR 50.43,2019-02-02 00:00:00,01-01-2019,2019-02-08 00:00:00,2019-02-12 00:00:00,,6.0
Paid Search,Mobile Web,Electronics - USB Cable,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00047076,PROD6860,USER0000003,162.13,USD 162.13,2020-06-26 00:00:00,2020-05-23 00:00:00,2020-06-27 00:00:00,2020-07-02 00:00:00,,1.0
Paid Search,Desktop,Books - Sci-Fi Novel,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00070436,PROD9987,USER0000009,23.8,USD 23.80,2021-11-01 00:00:00,2021-09-20 00:00:00,2021-11-02 00:00:00,2021-11-05 00:00:00,,1.0
Direct,Mobile Web,Toys - Puzzle,Europe,Facebook OAuth,EUR,NL,ORD00091616,PROD9195,USER0000002,74.85,EUR 74.85,2024-09-27 00:00:00,2024-09-07 00:00:00,2024-10-01 00:00:00,2024-10-08 00:00:00,,4.0
Direct,Desktop,Home - Rug,Europe,Google OAuth,EUR,ES,ORD00013110,PROD5185,USER0000006,108.88,EUR 108.88,2019-04-30 00:00:00,2019-04-07 00:00:00,2019-05-02 00:00:00,2019-05-07 00:00:00,,2.0
Organic Search,Mobile App,Home - Picture Frame,Europe,Google OAuth,EUR,FR,ORD00065399,PROD3096,USER0000002,138.0,EUR 138.00,2021.06.22,2021-03-06 00:00:00,2021-06-24 00:00:00,2021-06-28 00:00:00,,2.0
Paid Search,Desktop,Electronics - USB Cable,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00057089,PROD3638,USER0000004,112.09,USD 112.09,2020-12-21 00:00:00,2020-11-28 00:00:00,2020-12-22 00:00:00,2020-12-27 00:00:00,2020-12-30 00:00:00,1.0
Organic Search,Desktop,Home - Bed Sheets,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00037416,PROD6055,USER0000015,151.9,CAD 151.90,2020-02-03,2019-11-07 00:00:00,2020-02-05 00:00:00,2020-02-07 00:00:00,,2.0
Organic Search,Desktop,Home - Coffee Maker,Europe,Google OAuth,EUR,IT,ORD00012821,PROD9462,USER0000009,64.47,EUR 64.47,2019-04-27 00:00:00,2019-01-01 00:00:00,2019-04-30 00:00:00,2019-05-05 00:00:00,,3.0
Organic Search,Mobile Web,Beauty - Shampoo,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00086041,PROD7864,USER0000003,92.88,CAD 92.88,2023-07-31 00:00:00,2023-05-22 00:00:00,2023-08-04 00:00:00,2023-08-08 00:00:00,,4.0
Referral,Mobile Web,Home - Coffee Maker,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00043865,PROD1920,USER0000007,60.58,USD 60.58,2020-05-06 00:00:00,2020-04-07 00:00:00,2020-05-07 00:00:00,2020-05-09 00:00:00,,1.0
Direct,Mobile Web,Electronics - Keyboard,<function <lambda> at 0x7eee915b4860>,Email,USD,,ORD00029335,PROD6458,USER0000004,227.01,USD 227.01,2019-10-23 00:00:00,2019-09-11 00:00:00,,,,
Social Media - Facebook,Desktop,Food - Tea Set,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00084754,PROD6164,USER0000002,39.93,USD 39.93,16-05-2023,2023-04-01 00:00:00,2023-05-20 00:00:00,2023-05-24 00:00:00,2023-05-26 00:00:00,4.0
Organic Search,Desktop,Food - Coffee Beans,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00046808,PROD5350,USER0000002,60.0,USD 60.00,2020.06.22,2020-01-05 00:00:00,2020-06-24 00:00:00,2020.07.01,,2.0
Direct,Mobile Web,Home - Curtains,Asia Pacific,Apple ID,SGD,SG,ORD00000804,PROD8700,USER0000007,152.25,SGD 152.25,2019-01-08 00:00:00,2019-01-01 00:00:00,01/09/2019,2019-01-15 00:00:00,,1.0
Paid Search,Mobile App,Electronics - Screen Protector,  <function <lambda> at 0x7eee915b4860>  ,Apple ID,USD,US,ORD00016114,PROD3035,USER0000002,160.98,161 USD,2019-05-30 00:00:00,2019-04-24 00:00:00,,,2019-06-09 00:00:00,
Organic Search,Mobile Web,  Beauty - Shampoo  ,Asia Pacific,Apple ID,JPY,JP,ORD00019806,PROD8220,USER0000002,4928.74,JPY 4928.74,2019-07-07 00:00:00,2019-03-28 00:00:00,16-07-2019,2019-07-21 00:00:00,,9.0
Direct,Mobile App,Books - Self-Help Book,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00034814,PROD2515,USER0000010,23.98,USD 23.98,29-12-2019,2019-08-16 00:00:00,,,,
Organic Search,Mobile App,Toys - Action Figure,Europe,Facebook OAuth,GBP,GB,ORD00050817,PROD9633,USER0000007,22.83,GBP 22.83,2020-08-28 00:00:00,2020-08-14 00:00:00,,,2020-09-09 00:00:00,
Social Media - Instagram,Desktop,Sports - Resistance Bands,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00037716,PROD4791,USER0000003,88.43,USD 88.43,2020-02-07 00:00:00,2019-12-08 00:00:00,2020-02-09 00:00:00,2020.02.13,,2.0
Direct,Desktop,Fashion - Hoodie,Europe,Facebook OAuth,EUR,NL,ORD00024596,PROD5320,USER0000003,78.41,EUR 78.41,2019-08-28 00:00:00,22-06-2019,2019-08-29 00:00:00,02-09-2019,2019-10-02 00:00:00,1.0
Email Marketing,Desktop,Beauty - Shampoo,Asia Pacific,Email,JPY,JP,ORD00087520,PROD2529,USER0000002,4930.59,JPY 4930.59,2023-10-28 00:00:00,2023-08-22 00:00:00,2023-10-30 00:00:00,2023-11-06 00:00:00,,2.0
Direct,Mobile App,Fashion - Hat,  <function <lambda> at 0x7eee915b4860>  ,Email,USD,US,ORD00063917,PROD9263,USER0000002,69.18,USD 69.18,2021-05-18 00:00:00,09-04-2021,,,,
Organic Search,Mobile Web,Sports - Gym Bag,  Europe  ,Email,GBP,GB,ORD00006405,PROD3381,USER0000002,42.07,GBP 42.07,2019-02-26 00:00:00,2019-02-02 00:00:00,2019-03-01 00:00:00,2019-03-06 00:00:00,,3.0
Email Marketing,Desktop,Electronics - Screen Protector,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00007356,PROD5961,USER0000011,228.96,CAD 228.96,2019-03-06 00:00:00,2019-01-22 00:00:00,,,2025-06-15 00:00:00,
Organic Search,Mobile Web,Beauty - Face Moisturizer,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00098779,PROD6522,USER0000002,36.59,CAD 36.59,2025-12-31 00:00:00,2025-12-26 00:00:00,2026-01-05 00:00:00,2026-01-07 00:00:00,,5.0
Direct,Mobile Web,Home - Storage Basket,Europe,Email,EUR,NL,ORD00038075,PROD3610,USER0000002,118.19,EUR 118.19,2020-02-12 00:00:00,12/27/2019,2020-02-13 00:00:00,2020-02-20 00:00:00,,1.0
Direct,Desktop,Beauty - Face Mask,Asia Pacific,Facebook OAuth,JPY,JP,ORD00011308,PROD7699,USER0000002,10941.2,JPY 10941.20,2019-04-12 00:00:00,2019-02-04 00:00:00,2019-04-15 00:00:00,2019-04-21 00:00:00,,3.0
Direct,Mobile App,Beauty - Face Mask,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00013122,PROD4953,USER0000006,42.02,USD 42.02,2019-04-30 00:00:00,2019-04-22 00:00:00,2019-05-01 00:00:00,2019-05-08 00:00:00,,1.0
Display Ads,Mobile Web,Food - Protein Bar Box,Asia Pacific,Facebook OAuth,JPY,JP,ORD00024935,PROD6642,USER0000010,2882.44,JPY 2882.44,01-09-2019,2019-07-16 00:00:00,2019-09-04 00:00:00,2019-09-11 00:00:00,,3.0
Social Media - Facebook,Mobile Web,Beauty - Face Mask,Europe,Facebook OAuth,EUR,FR,ORD00030040,PROD5014,USER0000002,50.88,EUR 50.88,2019-10-31 00:00:00,2019-10-25 00:00:00,,,,
Display Ads,Desktop,Electronics - Keyboard,Europe,Email,EUR,NL,ORD00005309,PROD8558,USER0000006,101.4,EUR 101.40,2019-02-16 00:00:00,2019-01-01 00:00:00,,,,
Social Media - TikTok,Desktop,Home - Candle,Europe,Apple ID,EUR,ES,ORD00020195,PROD6772,USER0000002,95.53,EUR 95.53,2019-07-12 00:00:00,2019-05-21 00:00:00,,,,
Social Media - facebook,Desktop,Books - Self-Help Book,South America,Google OAuth,MXN,,ORD00062851,PROD1507,USER0000003,483.86,MXN 483.86,2021-04-22 00:00:00,2021-03-29 00:00:00,2021-04-30 00:00:00,2021-05-06 00:00:00,,8.0
Paid Search,Desktop,Fashion - Sneakers,Europe,Email,EUR,DE,ORD00007069,PROD1339,USER0000002,88.29,EUR 88.29,2019-03-04 00:00:00,2019-02-19 00:00:00,2019-03-05 00:00:00,03/09/2019,,1.0
Email Marketing,Mobile App,Toys - Puzzle,Middle East,Email,SAR,SA,ORD00010106,PROD4156,USER0000003,185.14,SAR 185.14,2019-04-01 00:00:00,2019-01-01 00:00:00,2019-04-05 00:00:00,2019-04-14 00:00:00,,4.0
Organic Search,Mobile Web,Fashion - Dress,Europe,Email,EUR,FR,ORD00035754,PROD8002,USER0000002,110.4,EUR 110.40,2020-01-11 00:00:00,2019-12-31 00:00:00,2020-01-13 00:00:00,2020-01-19 00:00:00,,2.0
Organic Serach,Mobile App,Sports - Dumbbells,<function <lambda> at 0x7eee915b4860>,Email,CAD,CA,ORD00043901,PROD9376,USER0000002,155.26,CAD 155.26,2020-05-07 00:00:00,2020-03-28 00:00:00,,,,
Social Media - Instagram,Mobile App,Food - Tea Set,Asia Pacific,Google OAuth,INR,,ORD00094034,PROD5893,USER0000002,3396.63,INR 3396.63,2025-07-09 00:00:00,2025-06-06 00:00:00,10-07-2025,2025-07-18 00:00:00,,1.0
Organic Search,Mobile App,Books - Biography,Europe,<function <lambda> at 0x7eee90f8bc40>,EUR,DE,ORD00059155,PROD9054,USER0000004,24.87,EUR 24.87,2021-02-01 00:00:00,2021-02-01 00:00:00,2021-02-06 00:00:00,2021-02-10 00:00:00,,5.0
Organic Search,Desktop,Books - Mystery Novel,<function <lambda> at 0x7eee915b4860>,Facebook OAuth,CAD,CA,ORD00001966,PROD1860,USER0000004,28.84,CAD 28.84,2019-01-18 00:00:00,2019-01-06 00:00:00,2019.01.20,2019-01-25 00:00:00,,2.0
Display Ads,Mobile App,Food - Protein Bar Box,Europe,Google OAuth,EUR,FR,ORD00093433,PROD9802,USER0000008,55.2,EUR 55.20,2025-04-20 00:00:00,2025-03-05 00:00:00,2025-04-21 00:00:00,2025-04-27 00:00:00,,1.0
Affiliate,Desktop,Fashion - Sunglasses,<function <lambda> at 0x7eee915b4860>,Apple ID,USD,,ORD00033563,PROD8957,USER0000002,76.44,USD 76.44,2019-12-13 00:00:00,2019-12-04 00:00:00,2019-12-14 00:00:00,2019-12-18 00:00:00,,1.0
Direct,Desktop,Electronics - Smart Watch,Europe,Google OAuth,GBP,GB,ORD00049069,PROD6026,USER0000002,64.08,GBP 64.08,2020-07-29,2020-06-15 00:00:00,2020-08-03 00:00:00,2020-08-08 00:00:00,,5.0
Direct,Desktop,Home - Curtains,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00046192,PROD1204,USER0000010,28.49,USD 28.49,2020-06-12 00:00:00,2020-04-19 00:00:00,2020-06-15 00:00:00,2020-06-18 00:00:00,,3.0
Social Media - Facebook,Mobile Web,Electronics - Portable Charger,<function <lambda> at 0x7eee915b4860>,Apple ID,CAD,CA,ORD00016523,PROD4167,USER0000002,152.89,153 CAD,2019-06-03 00:00:00,2019-01-01 00:00:00,2019-06-09 00:00:00,2019-06-12 00:00:00,2019-06-15 00:00:00,6.0
Direct,Mobile Web,Books - Sci-Fi Novel,Asia Pacific,Email,INR,IN,ORD00070074,PROD7022,USER0000026,2905.0,INR 2905.00,2021-10-21 00:00:00,2021-08-29 00:00:00,2021-10-24 00:00:00,2021-10-31 00:00:00,,3.0
Organic Search,Desktop,Home - Bed Sheets,Europe,<function <lambda> at 0x7eee90f8bc40>,EUR,,ORD00067712,PROD3745,USER0000038,53.29,EUR 53.29,2021-08-18 00:00:00,2021-08-18 00:00:00,2021-08-19 00:00:00,2021-08-27 00:00:00,,1.0
Social Media - Facebook,Mobile Web,Toys - Doll,<function <lambda> at 0x7eee915b4860>,Phone,USD,US,ORD00082117,PROD6245,USER0000002,57.1,USD 57.10,2023-01-01 00:00:00,2022-10-24 00:00:00,2023-01-04 00:00:00,2023-01-11 00:00:00,,3.0
Social Media - Instagram,Desktop,Fashion - Socks,South America,Google OAuth,BRL,BR,ORD00046321,PROD3294,USER0000002,226.27,226 BRL,2020-06-14 00:00:00,2020-02-15 00:00:00,,,,
Social Media - Facebook,Mobile Web,Food - Snack Mix,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00087009,PROD8110,USER0002020,32.64,USD 32.64,2023-09-27 00:00:00,2023-07-30 00:00:00,2023-09-29 00:00:00,2023-10-02 00:00:00,,2.0
Organic Search,Desktop,Fashion - Dress,Europe,Email,EUR,DE,ORD00053268,PROD5425,USER0000004,41.85,EUR 41.85,2020-10-09 00:00:00,2020-02-01 00:00:00,10/17/2020,2020-10-21 00:00:00,,8.0
Facebook,Desktop,Fashion - Sneakers,Europe,Google OAuth,EUR,ES,ORD00037955,PROD7813,USER0000003,77.32,EUR 77.32,11-02-2020,2019-12-23 00:00:00,2020-02-13 00:00:00,2020-02-17 00:00:00,,2.0
Organic Search,Desktop,Sports - Gym Bag,Europe,Email,EUR,,ORD00044366,PROD9099,USER0000002,155.32,EUR 155.32,2020-05-14,2020-04-12 00:00:00,2020-05-20 00:00:00,26-05-2020,,6.0
Paid Search,Desktop,Electronics - Keyboard,Asia Pacific,Apple ID,INR,IN,ORD00096639,PROD9732,USER0000002,9217.86,INR 9217.86,2025-12-31,2025-12-31 00:00:00,2026-01-03 00:00:00,2026-01-11 00:00:00,,3.0
Social Media - Facebook,Mobile App,Sports - Dumbbells,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00084139,PROD8378,USER0000002,75.55,USD 75.55,2023-04-12 00:00:00,12/27/2022,2023-04-16 00:00:00,2023-04-20 00:00:00,,4.0
Paid Search,Mobile Web,Fashion - Jeans,Middle East,<function <lambda> at 0x7eee90f8bc40>,AED,AE,ORD00009736,PROD9641,USER0000002,194.36,AED 194.36,28-03-2019,2019.03.28,2019-03-30 00:00:00,2019.04.05,,2.0
Email Marketing,Mobile App,Fashion - Socks,Europe,Email,EUR,FR,ORD00044059,PROD2056,USER0000002,52.81,EUR 52.81,09-05-2020,2020-03-29 00:00:00,05/12/2020,17-05-2020,,3.0
Email Marketing,Desktop,Beauty - Face Moisturizer,  <function <lambda> at 0x7eee915b4860>  ,Facebook OAuth,USD,US,ORD00077094,PROD3035,USER0000007,51.05,USD 51.05,2022-06-07 00:00:00,2022-03-22 00:00:00,2022-06-08 00:00:00,13-06-2022,,1.0
Email Marketing,Mobile App,Electronics - USB Cable,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00032073,PROD2570,USER0000002,147.97,USD 147.97,2019-11-26 00:00:00,2019-10-05 00:00:00,2019-12-03 00:00:00,2019-12-06 00:00:00,,7.0
Direct,Mobile Web,Food - Protein Bar Box,Europe,Email,EUR,DE,ORD00093982,PROD5535,USER0000008,18.64,EUR 18.64,2025-07-02 00:00:00,2025-06-14 00:00:00,,,,
  Organic Search  ,Desktop,Home - Picture Frame,Europe,Email,EUR,IT,ORD00010655,PROD2607,USER0000002,60.37,EUR 60.37,2019-04-06 00:00:00,2019-01-02 00:00:00,2019-04-07 00:00:00,2019-04-13 00:00:00,,1.0
Social Media - Facebook,Desktop,Home - Curtains,Asia Pacific,Email,AUD,AU,ORD00028368,PROD6138,USER0000003,187.93,AUD 187.93,2019-10-11 00:00:00,2019-09-29 00:00:00,2019-10-13 00:00:00,10/20/2019,,2.0
Social Media - Facebook,Desktop,Fashion - T-Shirt,  Europe  ,Apple ID,GBP,GB,ORD00011281,PROD5315,USER0000118,37.5,GBP 37.50,12-04-2019,2019-03-19 00:00:00,,,,
  PaidSearch  ,Mobile Web,Sports - Dumbbells,Asia Pacific,Google OAuth,AUD,AU,ORD00059590,PROD7922,USER0000053,120.72,AUD 120.72,2021-02-10 00:00:00,2020-11-11 00:00:00,02/14/2021,2021-02-21 00:00:00,,4.0
  Direct  ,Mobile Web,Books - Mystery Novel,Europe,Email,EUR,FR,ORD00038065,PROD5740,USER0000002,23.03,EUR 23.03,2020-02-12 00:00:00,2019-12-05 00:00:00,,,,
Affiliate,Desktop,Food - Coffee Beans,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00082472,PROD5510,USER0000006,20.26,USD 20.26,2023-01-16 00:00:00,2022-12-29 00:00:00,2023.01.18,2023-01-22 00:00:00,,2.0
Direct,Desktop,Beauty - Nail Polish,Europe,Email,EUR,IT,ORD00018413,PROD8888,USER0000002,50.35,EUR 50.35,2019.06.22,2019-05-27 00:00:00,2019-06-23 00:00:00,2019-06-29 00:00:00,,1.0
Social Media - Facebook,Mobile App,Food - Coffee Beans,<function <lambda> at 0x7eee915b4860>,Google OAuth,USD,US,ORD00014448,PROD6486,USER0000202,47.59,USD 47.59,2019-05-14 00:00:00,2019-01-01 00:00:00,2019-05-15 00:00:00,2019-05-19 00:00:00,,1.0
Direct,Mobile App,Electronics - HDMI Cable,Europe,Facebook OAuth,EUR,NL,ORD00047048,PROD6901,USER0000002,99.29,EUR 99.29,06/25/2020,2020-06-23 00:00:00,2020-06-28 00:00:00,2020-07-03 00:00:00,,3.0
Direct,Desktop,Fashion - Sneakers,Europe,Facebook OAuth,EUR,DE,ORD00062128,PROD5806,USER0000003,110.4,110.40,2021.04.06,2021-03-30 00:00:00,2021-04-09 00:00:00,2021-04-12 00:00:00,,3.0
Social Media - Facebook,Mobile Web,Electronics - HDMI Cable,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00019311,PROD7177,USER0000007,193.42,USD 193.42,2019-07-02 00:00:00,06/25/2019,2019-07-03 00:00:00,2019-07-06 00:00:00,,1.0
Direct,Mobile App,Fashion - Belt,Europe,Email,EUR,ES,ORD00067396,PROD2970,USER0000002,38.12,38.12,2021-08-10 00:00:00,05-08-2021,2021-08-15 00:00:00,2021-08-20 00:00:00,,5.0
Organic Search,Desktop,Sports - Resistance Bands,Asia Pacific,Email,AUD,AU,ORD00016817,PROD7241,USER0000002,128.45,128 AUD,2019-06-06 00:00:00,12-03-2019,2019-06-08 00:00:00,2019-06-17 00:00:00,,2.0
Social Media - Facebook,Mobile Web,Books - Self-Help Book,South America,Email,ARS,AR,ORD00016232,PROD3207,USER0000008,12250.0,12250.00,05/31/2019,2019-05-26 00:00:00,06/03/2019,2019-06-10 00:00:00,,3.0
Social Media - Facebook,Mobile Web,Sports - Water Bottle,Africa,Facebook OAuth,ZAR,ZA,ORD00060297,PROD8816,USER0000004,2010.51,ZAR 2010.51,2021-02-26 00:00:00,2020-06-28 00:00:00,2021-03-01 00:00:00,11-03-2021,,3.0
Email Marketing,Mobile Web,Electronics - Webcam,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00001357,PROD5703,USER0000004,143.84,USD 143.84,2019-01-12 00:00:00,2019-01-01 00:00:00,2019-01-13 00:00:00,2019.01.18,,1.0
Direct,Desktop,Electronics - Screen Protector,<function <lambda> at 0x7eee915b4860>,Email,USD,US,ORD00059998,PROD9692,USER0000003,107.96,USD 107.96,19-02-2021,2020-12-03 00:00:00,2021-02-21 00:00:00,2021-02-24 00:00:00,,2.0
